Index,src,snk,sourceOtu,targetOtu,m_width,bandType,sourceDimColors,targetDimColors
1123,1403,1360,15784,15345,24,0,:48-72:960-964,:48-72:960-964
680,1448,1443,18571,18132,24,0,:936-964,:936-964
1296,1112,1103,59787,59348,24,0,:360-384:960-964,:360-384:960-964
1690,1380,1350,21292,20853,24,0,:216-240:960-964,:216-240:960-964
554,109,100,49575,49136,24,0,:792-816:960-964,:792-816:960-964
1119,89,80,48480,48041,24,0,:912-936:960-964,:912-936:960-964
1028,139,130,51219,50780,24,0,:648-672:960-964,:648-672:960-964
1062,79,70,47913,47474,24,0,:504-528:960-964,:504-528:960-964
756,1142,1133,61458,61018,24,0,:840-864:960-964,:840-864:960-964
1442,348,339,75997,75558,24,0,:24-48:960-964,:24-48:960-964
271,872,863,5033,4594,24,0,:720-744:960-964,:720-744:960-964
813,1092,1083,58684,58245,24,0,:288-312:960-964,:288-312:960-964
504,59,50,46815,46376,24,0,:552-576:960-964,:552-576:960-964
642,1448,1443,18533,18094,24,0,:24-48:960-964,:24-48:960-964
1244,1887,1876,33216,32777,24,0,:72-96:960-964,:72-96:960-964
218,862,853,4469,4030,24,0,:408-432:960-964,:408-432:960-964
1483,1504,1370,17984,17545,24,0,:48-72:960-964,:48-72:960-964
1096,89,80,48457,48018,24,0,:360-384:960-964,:360-384:960-964
1228,1477,1354,16909,16470,24,0,:648-672:960-964,:648-672:960-964
942,396,387,78641,78202,24,0,:504-528:960-964,:504-528:960-964
438,49,40,46279,45840,24,0,:888-912:960-964,:888-912:960-964
1282,1112,1103,59773,59334,24,0,:24-48:960-964,:24-48:960-964
908,1122,1113,60349,59910,24,0,:648-672:960-964,:648-672:960-964
924,396,387,78623,78184,24,0,:72-96:960-964,:72-96:960-964
1125,1403,1360,15786,15347,24,0,:96-120:960-964,:96-120:960-964
151,842,833,3382,2943,24,0,:720-744:960-964,:720-744:960-964
1912,406,397,79201,78762,24,0,:744-768:960-964,:744-768:960-964
932,396,387,78631,78192,24,0,:264-288:960-964,:264-288:960-964
753,1142,1133,61455,61015,24,0,:768-792:960-964,:768-792:960-964
1151,1403,1360,15812,15373,24,0,:720-744:960-964,:720-744:960-964
1291,1112,1103,59782,59343,24,0,:240-264:960-964,:240-264:960-964
143,842,833,3374,2935,24,0,:528-552:960-964,:528-552:960-964
737,1142,1133,61439,60999,24,0,:384-408:960-964,:384-408:960-964
1914,406,397,79203,78764,24,0,:792-816:960-964,:792-816:960-964
1322,1599,1351,20734,20295,24,0,:24-48:960-964,:24-48:960-964
777,1564,1456,16348,15909,24,0,:384-408:960-964,:384-408:960-964
80,822,813,2291,1852,24,0,:936-964,:936-964
136,842,833,3367,2928,24,0,:360-384:960-964,:360-384:960-964
1337,1599,1351,20749,20310,24,0,:384-408:960-964,:384-408:960-964
595,119,110,50126,49687,24,0,:816-840:960-964,:816-840:960-964
692,1082,1073,58133,57694,24,0,:264-288:960-964,:264-288:960-964
334,892,883,6116,5677,24,0,:312-336:960-964,:312-336:960-964
1804,318,309,74348,73909,24,0,:72-96:960-964,:72-96:960-964
1777,39,30,45708,45269,24,0,:384-408:960-964,:384-408:960-964
928,396,387,78627,78188,24,0,:168-192:960-964,:168-192:960-964
1740,1172,1163,63092,62653,24,0,:456-480:960-964,:456-480:960-964
537,109,100,49558,49119,24,0,:384-408:960-964,:384-408:960-964
1613,149,140,51754,51315,24,0,:288-312:960-964,:288-312:960-964
603,129,120,50644,50205,24,0,:48-72:960-964,:48-72:960-964
528,109,100,49549,49110,24,0,:168-192:960-964,:168-192:960-964
1476,348,339,76031,75592,24,0,:840-864:960-964,:840-864:960-964
1764,39,30,45695,45256,24,0,:72-96:960-964,:72-96:960-964
575,119,110,50106,49667,24,0,:336-360:960-964,:336-360:960-964
1043,79,70,47894,47455,24,0,:48-72:960-964,:48-72:960-964
1382,1162,1153,62544,62105,24,0,:504-528:960-964,:504-528:960-964
1601,149,140,51742,51303,24,0,:0-24:960-964,:0-24:960-964
1657,386,379,78086,77773,24,0,:384-408:960-964,:384-408:960-964
1049,79,70,47900,47461,24,0,:192-216:960-964,:192-216:960-964
572,119,110,50103,49664,24,0,:264-288:960-964,:264-288:960-964
1165,99,90,48996,48557,24,0,:96-120:960-964,:96-120:960-964
1392,1162,1153,62554,62115,24,0,:744-768:960-964,:744-768:960-964
84,832,823,2805,2366,24,0,:72-96:960-964,:72-96:960-964
1748,1172,1163,63100,62661,24,0,:648-672:960-964,:648-672:960-964
851,1781,1748,30472,30033,24,0,:240-264:960-964,:240-264:960-964
857,1781,1748,30478,30039,24,0,:384-408:960-964,:384-408:960-964
880,1781,1748,30501,30062,24,0,:936-964,:936-964
465,69,60,47366,46927,24,0,:576-600:960-964,:576-600:960-964
532,109,100,49553,49114,24,0,:264-288:960-964,:264-288:960-964
59,822,813,2270,1831,24,0,:432-456:960-964,:432-456:960-964
1032,139,130,51223,50784,24,0,:744-768:960-964,:744-768:960-964
951,396,387,78650,78211,24,0,:720-744:960-964,:720-744:960-964
99,832,823,2820,2381,24,0,:432-456:960-964,:432-456:960-964
134,842,833,3365,2926,24,0,:312-336:960-964,:312-336:960-964
1832,318,309,74376,73937,24,0,:744-768:960-964,:744-768:960-964
1598,1994,1982,37650,37211,24,0,:888-912:960-964,:888-912:960-964
1526,1681,1672,102292,101853,24,0,:120-144:960-964,:120-144:960-964
1705,1380,1350,21307,20868,24,0,:576-600:960-964,:576-600:960-964
1419,29,20,45160,44721,24,0,:432-456:960-964,:432-456:960-964
485,59,50,46796,46357,24,0,:96-120:960-964,:96-120:960-964
345,892,883,6127,5688,24,0,:576-600:960-964,:576-600:960-964
1806,318,309,74350,73911,24,0,:120-144:960-964,:120-144:960-964
1405,29,20,45146,44707,24,0,:96-120:960-964,:96-120:960-964
97,832,823,2818,2379,24,0,:384-408:960-964,:384-408:960-964
1689,1380,1350,21291,20852,24,0,:192-216:960-964,:192-216:960-964
459,69,60,47360,46921,24,0,:432-456:960-964,:432-456:960-964
734,1142,1133,61436,60996,24,0,:312-336:960-964,:312-336:960-964
609,129,120,50650,50211,24,0,:192-216:960-964,:192-216:960-964
944,396,387,78643,78204,24,0,:552-576:960-964,:552-576:960-964
1834,318,309,74378,73939,24,0,:792-816:960-964,:792-816:960-964
1188,99,90,49019,48580,24,0,:648-672:960-964,:648-672:960-964
705,1082,1073,58146,57707,24,0,:576-600:960-964,:576-600:960-964
1695,1380,1350,21297,20858,24,0,:336-360:960-964,:336-360:960-964
1905,406,397,79194,78755,24,0,:576-600:960-964,:576-600:960-964
1185,99,90,49016,48577,24,0,:576-600:960-964,:576-600:960-964
1850,1875,1823,32671,32232,24,0,:216-240:960-964,:216-240:960-964
1107,89,80,48468,48029,24,0,:624-648:960-964,:624-648:960-964
1506,1504,1370,18007,17568,24,0,:600-624:960-964,:600-624:960-964
433,49,40,46274,45835,24,0,:768-792:960-964,:768-792:960-964
844,1781,1748,30465,30026,24,0,:72-96:960-964,:72-96:960-964
273,872,863,5035,4596,24,0,:768-792:960-964,:768-792:960-964
39,812,803,1740,1300,24,0,:912-936:960-964,:912-936:960-964
496,59,50,46807,46368,24,0,:360-384:960-964,:360-384:960-964
375,9,0,44056,43617,24,0,:336-360:960-964,:336-360:960-964
972,19,10,44603,44164,24,0,:264-288:960-964,:264-288:960-964
1360,1599,1351,20772,20333,24,0,:936-964,:936-964
1312,1112,1103,59803,59364,24,0,:744-768:960-964,:744-768:960-964
978,19,10,44609,44170,24,0,:408-432:960-964,:408-432:960-964
804,1092,1083,58675,58236,24,0,:72-96:960-964,:72-96:960-964
46,822,813,2257,1818,24,0,:120-144:960-964,:120-144:960-964
1724,1172,1163,63076,62637,24,0,:72-96:960-964,:72-96:960-964
599,119,110,50130,49691,24,0,:912-936:960-964,:912-936:960-964
821,1092,1083,58692,58253,24,0,:480-504:960-964,:480-504:960-964
879,1781,1748,30500,30061,24,0,:912-936:960-964,:912-936:960-964
1685,1380,1350,21287,20848,24,0,:96-120:960-964,:96-120:960-964
772,1564,1456,16343,15904,24,0,:264-288:960-964,:264-288:960-964
827,1092,1083,58698,58259,24,0,:624-648:960-964,:624-648:960-964
1252,1887,1876,33224,32785,24,0,:264-288:960-964,:264-288:960-964
484,59,50,46795,46356,24,0,:72-96:960-964,:72-96:960-964
1666,386,379,78095,77782,24,0,:600-624:960-964,:600-624:960-964
1539,1681,1672,102305,101866,24,0,:432-456:960-964,:432-456:960-964
1273,1887,1876,33245,32806,24,0,:768-792:960-964,:768-792:960-964
212,862,853,4463,4024,24,0,:264-288:960-964,:264-288:960-964
1378,1162,1153,62540,62101,24,0,:408-432:960-964,:408-432:960-964
775,1564,1456,16346,15907,24,0,:336-360:960-964,:336-360:960-964
186,852,843,3927,3488,24,0,:600-624:960-964,:600-624:960-964
1529,1681,1672,102295,101856,24,0,:192-216:960-964,:192-216:960-964
664,1448,1443,18555,18116,24,0,:552-576:960-964,:552-576:960-964
1106,89,80,48467,48028,24,0,:600-624:960-964,:600-624:960-964
1218,1477,1354,16899,16460,24,0,:408-432:960-964,:408-432:960-964
21,812,803,1722,1282,24,0,:480-504:960-964,:480-504:960-964
1376,1162,1153,62538,62099,24,0,:360-384:960-964,:360-384:960-964
647,1448,1443,18538,18099,24,0,:144-168:960-964,:144-168:960-964
1873,1875,1823,32694,32255,24,0,:768-792:960-964,:768-792:960-964
809,1092,1083,58680,58241,24,0,:192-216:960-964,:192-216:960-964
109,832,823,2830,2391,24,0,:672-696:960-964,:672-696:960-964
473,69,60,47374,46935,24,0,:768-792:960-964,:768-792:960-964
967,19,10,44598,44159,24,0,:144-168:960-964,:144-168:960-964
1723,1172,1163,63075,62636,24,0,:48-72:960-964,:48-72:960-964
1409,29,20,45150,44711,24,0,:192-216:960-964,:192-216:960-964
1821,318,309,74365,73926,24,0,:480-504:960-964,:480-504:960-964
587,119,110,50118,49679,24,0,:624-648:960-964,:624-648:960-964
1482,1504,1370,17983,17544,24,0,:24-48:960-964,:24-48:960-964
1426,29,20,45167,44728,24,0,:600-624:960-964,:600-624:960-964
551,109,100,49572,49133,24,0,:720-744:960-964,:720-744:960-964
1204,1477,1354,16885,16446,24,0,:72-96:960-964,:72-96:960-964
952,396,387,78651,78212,24,0,:744-768:960-964,:744-768:960-964
922,396,387,78621,78182,24,0,:24-48:960-964,:24-48:960-964
649,1448,1443,18540,18101,24,0,:192-216:960-964,:192-216:960-964
282,882,873,5554,5115,24,0,:24-48:960-964,:24-48:960-964
1087,89,80,48448,48009,24,0,:144-168:960-964,:144-168:960-964
1855,1875,1823,32676,32237,24,0,:336-360:960-964,:336-360:960-964
887,1122,1113,60328,59889,24,0,:144-168:960-964,:144-168:960-964
688,1082,1073,58129,57690,24,0,:168-192:960-964,:168-192:960-964
1397,1162,1153,62559,62120,24,0,:864-888:960-964,:864-888:960-964
1375,1162,1153,62537,62098,24,0,:336-360:960-964,:336-360:960-964
1546,1681,1672,102312,101873,24,0,:600-624:960-964,:600-624:960-964
400,9,0,44081,43642,24,0,:936-964,:936-964
310,882,873,5582,5143,24,0,:696-720:960-964,:696-720:960-964
898,1122,1113,60339,59900,24,0,:408-432:960-964,:408-432:960-964
498,59,50,46809,46370,24,0,:408-432:960-964,:408-432:960-964
1626,149,140,51767,51328,24,0,:600-624:960-964,:600-624:960-964
317,882,873,5589,5150,24,0,:864-888:960-964,:864-888:960-964
1350,1599,1351,20762,20323,24,0,:696-720:960-964,:696-720:960-964
1576,1994,1982,37628,37189,24,0,:360-384:960-964,:360-384:960-964
199,852,843,3940,3501,24,0,:912-936:960-964,:912-936:960-964
1729,1172,1163,63081,62642,24,0,:192-216:960-964,:192-216:960-964
475,69,60,47376,46937,24,0,:816-840:960-964,:816-840:960-964
1575,1994,1982,37627,37188,24,0,:336-360:960-964,:336-360:960-964
1184,99,90,49015,48576,24,0,:552-576:960-964,:552-576:960-964
755,1142,1133,61457,61017,24,0,:816-840:960-964,:816-840:960-964
1014,139,130,51205,50766,24,0,:312-336:960-964,:312-336:960-964
870,1781,1748,30491,30052,24,0,:696-720:960-964,:696-720:960-964
874,1781,1748,30495,30056,24,0,:792-816:960-964,:792-816:960-964
1428,29,20,45169,44730,24,0,:648-672:960-964,:648-672:960-964
1441,348,339,75996,75557,24,0,:0-24:960-964,:0-24:960-964
83,832,823,2804,2365,24,0,:48-72:960-964,:48-72:960-964
672,1448,1443,18563,18124,24,0,:744-768:960-964,:744-768:960-964
1023,139,130,51214,50775,24,0,:528-552:960-964,:528-552:960-964
795,1564,1456,16366,15927,24,0,:816-840:960-964,:816-840:960-964
592,119,110,50123,49684,24,0,:744-768:960-964,:744-768:960-964
314,882,873,5586,5147,24,0,:792-816:960-964,:792-816:960-964
590,119,110,50121,49682,24,0,:696-720:960-964,:696-720:960-964
471,69,60,47372,46933,24,0,:720-744:960-964,:720-744:960-964
219,862,853,4470,4031,24,0,:432-456:960-964,:432-456:960-964
529,109,100,49550,49111,24,0,:192-216:960-964,:192-216:960-964
1499,1504,1370,18000,17561,24,0,:432-456:960-964,:432-456:960-964
1036,139,130,51227,50788,24,0,:840-864:960-964,:840-864:960-964
124,842,833,3355,2916,24,0,:72-96:960-964,:72-96:960-964
1242,1887,1876,33214,32775,24,0,:24-48:960-964,:24-48:960-964
227,862,853,4478,4039,24,0,:624-648:960-964,:624-648:960-964
1427,29,20,45168,44729,24,0,:624-648:960-964,:624-648:960-964
222,862,853,4473,4034,24,0,:504-528:960-964,:504-528:960-964
1324,1599,1351,20736,20297,24,0,:72-96:960-964,:72-96:960-964
1779,39,30,45710,45271,24,0,:432-456:960-964,:432-456:960-964
1567,1994,1982,37619,37180,24,0,:144-168:960-964,:144-168:960-964
600,119,110,50131,49692,24,0,:936-964,:936-964
1813,318,309,74357,73918,24,0,:288-312:960-964,:288-312:960-964
843,1781,1748,30464,30025,24,0,:48-72:960-964,:48-72:960-964
571,119,110,50102,49663,24,0,:240-264:960-964,:240-264:960-964
937,396,387,78636,78197,24,0,:384-408:960-964,:384-408:960-964
95,832,823,2816,2377,24,0,:336-360:960-964,:336-360:960-964
187,852,843,3928,3489,24,0,:624-648:960-964,:624-648:960-964
1739,1172,1163,63091,62652,24,0,:432-456:960-964,:432-456:960-964
725,1142,1133,61427,60987,24,0,:96-120:960-964,:96-120:960-964
1861,1875,1823,32682,32243,24,0,:480-504:960-964,:480-504:960-964
456,69,60,47357,46918,24,0,:360-384:960-964,:360-384:960-964
4,812,803,1705,1265,24,0,:72-96:960-964,:72-96:960-964
376,9,0,44057,43618,24,0,:360-384:960-964,:360-384:960-964
1008,139,130,51199,50760,24,0,:168-192:960-964,:168-192:960-964
1731,1172,1163,63083,62644,24,0,:240-264:960-964,:240-264:960-964
208,862,853,4459,4020,24,0,:168-192:960-964,:168-192:960-964
1787,39,30,45718,45279,24,0,:624-648:960-964,:624-648:960-964
552,109,100,49573,49134,24,0,:744-768:960-964,:744-768:960-964
64,822,813,2275,1836,24,0,:552-576:960-964,:552-576:960-964
949,396,387,78648,78209,24,0,:672-696:960-964,:672-696:960-964
638,129,120,50679,50240,24,0,:888-912:960-964,:888-912:960-964
1368,1162,1153,62530,62091,24,0,:168-192:960-964,:168-192:960-964
979,19,10,44610,44171,24,0,:432-456:960-964,:432-456:960-964
231,862,853,4482,4043,24,0,:720-744:960-964,:720-744:960-964
1788,39,30,45719,45280,24,0,:648-672:960-964,:648-672:960-964
182,852,843,3923,3484,24,0,:504-528:960-964,:504-528:960-964
1152,1403,1360,15813,15374,24,0,:744-768:960-964,:744-768:960-964
994,19,10,44625,44186,24,0,:792-816:960-964,:792-816:960-964
1177,99,90,49008,48569,24,0,:384-408:960-964,:384-408:960-964
1771,39,30,45702,45263,24,0,:240-264:960-964,:240-264:960-964
1726,1172,1163,63078,62639,24,0,:120-144:960-964,:120-144:960-964
382,9,0,44063,43624,24,0,:504-528:960-964,:504-528:960-964
836,1092,1083,58707,58268,24,0,:840-864:960-964,:840-864:960-964
860,1781,1748,30481,30042,24,0,:456-480:960-964,:456-480:960-964
519,59,50,46830,46391,24,0,:912-936:960-964,:912-936:960-964
1120,89,80,48481,48042,24,0,:936-964,:936-964
1475,348,339,76030,75591,24,0,:816-840:960-964,:816-840:960-964
291,882,873,5563,5124,24,0,:240-264:960-964,:240-264:960-964
1134,1403,1360,15795,15356,24,0,:312-336:960-964,:312-336:960-964
285,882,873,5557,5118,24,0,:96-120:960-964,:96-120:960-964
1630,149,140,51771,51332,24,0,:696-720:960-964,:696-720:960-964
723,1142,1133,61425,60985,24,0,:48-72:960-964,:48-72:960-964
933,396,387,78632,78193,24,0,:288-312:960-964,:288-312:960-964
448,69,60,47349,46910,24,0,:168-192:960-964,:168-192:960-964
1274,1887,1876,33246,32807,24,0,:792-816:960-964,:792-816:960-964
330,892,883,6112,5673,24,0,:216-240:960-964,:216-240:960-964
423,49,40,46264,45825,24,0,:528-552:960-964,:528-552:960-964
340,892,883,6122,5683,24,0,:456-480:960-964,:456-480:960-964
1098,89,80,48459,48020,24,0,:408-432:960-964,:408-432:960-964
383,9,0,44064,43625,24,0,:528-552:960-964,:528-552:960-964
1283,1112,1103,59774,59335,24,0,:48-72:960-964,:48-72:960-964
1570,1994,1982,37622,37183,24,0,:216-240:960-964,:216-240:960-964
1656,386,379,78085,77772,24,0,:360-384:960-964,:360-384:960-964
542,109,100,49563,49124,24,0,:504-528:960-964,:504-528:960-964
1374,1162,1153,62536,62097,24,0,:312-336:960-964,:312-336:960-964
410,49,40,46251,45812,24,0,:216-240:960-964,:216-240:960-964
1309,1112,1103,59800,59361,24,0,:672-696:960-964,:672-696:960-964
830,1092,1083,58701,58262,24,0,:696-720:960-964,:696-720:960-964
1795,39,30,45726,45287,24,0,:816-840:960-964,:816-840:960-964
1614,149,140,51755,51316,24,0,:312-336:960-964,:312-336:960-964
917,1122,1113,60358,59919,24,0,:864-888:960-964,:864-888:960-964
296,882,873,5568,5129,24,0,:360-384:960-964,:360-384:960-964
511,59,50,46822,46383,24,0,:720-744:960-964,:720-744:960-964
1082,89,80,48443,48004,24,0,:24-48:960-964,:24-48:960-964
783,1564,1456,16354,15915,24,0,:528-552:960-964,:528-552:960-964
1585,1994,1982,37637,37198,24,0,:576-600:960-964,:576-600:960-964
1285,1112,1103,59776,59337,24,0,:96-120:960-964,:96-120:960-964
774,1564,1456,16345,15906,24,0,:312-336:960-964,:312-336:960-964
706,1082,1073,58147,57708,24,0,:600-624:960-964,:600-624:960-964
826,1092,1083,58697,58258,24,0,:600-624:960-964,:600-624:960-964
152,842,833,3383,2944,24,0,:744-768:960-964,:744-768:960-964
699,1082,1073,58140,57701,24,0,:432-456:960-964,:432-456:960-964
1110,89,80,48471,48032,24,0,:696-720:960-964,:696-720:960-964
724,1142,1133,61426,60986,24,0,:72-96:960-964,:72-96:960-964
1582,1994,1982,37634,37195,24,0,:504-528:960-964,:504-528:960-964
906,1122,1113,60347,59908,24,0,:600-624:960-964,:600-624:960-964
865,1781,1748,30486,30047,24,0,:576-600:960-964,:576-600:960-964
1112,89,80,48473,48034,24,0,:744-768:960-964,:744-768:960-964
776,1564,1456,16347,15908,24,0,:360-384:960-964,:360-384:960-964
133,842,833,3364,2925,24,0,:288-312:960-964,:288-312:960-964
1139,1403,1360,15800,15361,24,0,:432-456:960-964,:432-456:960-964
103,832,823,2824,2385,24,0,:528-552:960-964,:528-552:960-964
578,119,110,50109,49670,24,0,:408-432:960-964,:408-432:960-964
1828,318,309,74372,73933,24,0,:648-672:960-964,:648-672:960-964
1362,1162,1153,62524,62085,24,0,:24-48:960-964,:24-48:960-964
817,1092,1083,58688,58249,24,0,:384-408:960-964,:384-408:960-964
1213,1477,1354,16894,16455,24,0,:288-312:960-964,:288-312:960-964
1325,1599,1351,20737,20298,24,0,:96-120:960-964,:96-120:960-964
1195,99,90,49026,48587,24,0,:816-840:960-964,:816-840:960-964
811,1092,1083,58682,58243,24,0,:240-264:960-964,:240-264:960-964
536,109,100,49557,49118,24,0,:360-384:960-964,:360-384:960-964
871,1781,1748,30492,30053,24,0,:720-744:960-964,:720-744:960-964
1284,1112,1103,59775,59336,24,0,:72-96:960-964,:72-96:960-964
1503,1504,1370,18004,17565,24,0,:528-552:960-964,:528-552:960-964
1837,318,309,74381,73942,24,0,:864-888:960-964,:864-888:960-964
934,396,387,78633,78194,24,0,:312-336:960-964,:312-336:960-964
991,19,10,44622,44183,24,0,:720-744:960-964,:720-744:960-964
1544,1681,1672,102310,101871,24,0,:552-576:960-964,:552-576:960-964
909,1122,1113,60350,59911,24,0,:672-696:960-964,:672-696:960-964
289,882,873,5561,5122,24,0,:192-216:960-964,:192-216:960-964
820,1092,1083,58691,58252,24,0,:456-480:960-964,:456-480:960-964
1504,1504,1370,18005,17566,24,0,:552-576:960-964,:552-576:960-964
385,9,0,44066,43627,24,0,:576-600:960-964,:576-600:960-964
1645,386,379,78074,77761,24,0,:96-120:960-964,:96-120:960-964
683,1082,1073,58124,57685,24,0,:48-72:960-964,:48-72:960-964
82,832,823,2803,2364,24,0,:24-48:960-964,:24-48:960-964
257,872,863,5019,4580,24,0,:384-408:960-964,:384-408:960-964
1736,1172,1163,63088,62649,24,0,:360-384:960-964,:360-384:960-964
582,119,110,50113,49674,24,0,:504-528:960-964,:504-528:960-964
1105,89,80,48466,48027,24,0,:576-600:960-964,:576-600:960-964
1338,1599,1351,20750,20311,24,0,:408-432:960-964,:408-432:960-964
1044,79,70,47895,47456,24,0,:72-96:960-964,:72-96:960-964
875,1781,1748,30496,30057,24,0,:816-840:960-964,:816-840:960-964
365,9,0,44046,43607,24,0,:96-120:960-964,:96-120:960-964
1333,1599,1351,20745,20306,24,0,:288-312:960-964,:288-312:960-964
1365,1162,1153,62527,62088,24,0,:96-120:960-964,:96-120:960-964
604,129,120,50645,50206,24,0,:72-96:960-964,:72-96:960-964
248,872,863,5010,4571,24,0,:168-192:960-964,:168-192:960-964
1703,1380,1350,21305,20866,24,0,:528-552:960-964,:528-552:960-964
1346,1599,1351,20758,20319,24,0,:600-624:960-964,:600-624:960-964
588,119,110,50119,49680,24,0,:648-672:960-964,:648-672:960-964
1029,139,130,51220,50781,24,0,:672-696:960-964,:672-696:960-964
869,1781,1748,30490,30051,24,0,:672-696:960-964,:672-696:960-964
657,1448,1443,18548,18109,24,0,:384-408:960-964,:384-408:960-964
685,1082,1073,58126,57687,24,0,:96-120:960-964,:96-120:960-964
67,822,813,2278,1839,24,0,:624-648:960-964,:624-648:960-964
1088,89,80,48449,48010,24,0,:168-192:960-964,:168-192:960-964
1772,39,30,45703,45264,24,0,:264-288:960-964,:264-288:960-964
939,396,387,78638,78199,24,0,:432-456:960-964,:432-456:960-964
1387,1162,1153,62549,62110,24,0,:624-648:960-964,:624-648:960-964
1018,139,130,51209,50770,24,0,:408-432:960-964,:408-432:960-964
1126,1403,1360,15787,15348,24,0,:120-144:960-964,:120-144:960-964
1457,348,339,76012,75573,24,0,:384-408:960-964,:384-408:960-964
286,882,873,5558,5119,24,0,:120-144:960-964,:120-144:960-964
1169,99,90,49000,48561,24,0,:192-216:960-964,:192-216:960-964
1370,1162,1153,62532,62093,24,0,:216-240:960-964,:216-240:960-964
561,119,110,50092,49653,24,0,:0-24:960-964,:0-24:960-964
332,892,883,6114,5675,24,0,:264-288:960-964,:264-288:960-964
1058,79,70,47909,47470,24,0,:408-432:960-964,:408-432:960-964
1588,1994,1982,37640,37201,24,0,:648-672:960-964,:648-672:960-964
1425,29,20,45166,44727,24,0,:576-600:960-964,:576-600:960-964
1671,386,379,78100,77787,24,0,:720-744:960-964,:720-744:960-964
1207,1477,1354,16888,16449,24,0,:144-168:960-964,:144-168:960-964
1113,89,80,48474,48035,24,0,:768-792:960-964,:768-792:960-964
646,1448,1443,18537,18098,24,0,:120-144:960-964,:120-144:960-964
616,129,120,50657,50218,24,0,:360-384:960-964,:360-384:960-964
1823,318,309,74367,73928,24,0,:528-552:960-964,:528-552:960-964
479,69,60,47380,46941,24,0,:912-936:960-964,:912-936:960-964
1061,79,70,47912,47473,24,0,:480-504:960-964,:480-504:960-964
488,59,50,46799,46360,24,0,:168-192:960-964,:168-192:960-964
1515,1504,1370,18016,17577,24,0,:816-840:960-964,:816-840:960-964
573,119,110,50104,49665,24,0,:288-312:960-964,:288-312:960-964
1577,1994,1982,37629,37190,24,0,:384-408:960-964,:384-408:960-964
1229,1477,1354,16910,16471,24,0,:672-696:960-964,:672-696:960-964
225,862,853,4476,4037,24,0,:576-600:960-964,:576-600:960-964
1240,1477,1354,16921,16482,24,0,:936-964,:936-964
1081,89,80,48442,48003,24,0,:0-24:960-964,:0-24:960-964
1849,1875,1823,32670,32231,24,0,:192-216:960-964,:192-216:960-964
848,1781,1748,30469,30030,24,0,:168-192:960-964,:168-192:960-964
1744,1172,1163,63096,62657,24,0,:552-576:960-964,:552-576:960-964
140,842,833,3371,2932,24,0,:456-480:960-964,:456-480:960-964
398,9,0,44079,43640,24,0,:888-912:960-964,:888-912:960-964
516,59,50,46827,46388,24,0,:840-864:960-964,:840-864:960-964
250,872,863,5012,4573,24,0,:216-240:960-964,:216-240:960-964
1694,1380,1350,21296,20857,24,0,:312-336:960-964,:312-336:960-964
1447,348,339,76002,75563,24,0,:144-168:960-964,:144-168:960-964
1841,1875,1823,32662,32223,24,0,:0-24:960-964,:0-24:960-964
1130,1403,1360,15791,15352,24,0,:216-240:960-964,:216-240:960-964
1248,1887,1876,33220,32781,24,0,:168-192:960-964,:168-192:960-964
1902,406,397,79191,78752,24,0,:504-528:960-964,:504-528:960-964
1143,1403,1360,15804,15365,24,0,:528-552:960-964,:528-552:960-964
1052,79,70,47903,47464,24,0,:264-288:960-964,:264-288:960-964
612,129,120,50653,50214,24,0,:264-288:960-964,:264-288:960-964
750,1142,1133,61452,61012,24,0,:696-720:960-964,:696-720:960-964
326,892,883,6108,5669,24,0,:120-144:960-964,:120-144:960-964
956,396,387,78655,78216,24,0,:840-864:960-964,:840-864:960-964
1741,1172,1163,63093,62654,24,0,:480-504:960-964,:480-504:960-964
1593,1994,1982,37645,37206,24,0,:768-792:960-964,:768-792:960-964
533,109,100,49554,49115,24,0,:288-312:960-964,:288-312:960-964
1660,386,379,78089,77776,24,0,:456-480:960-964,:456-480:960-964
70,822,813,2281,1842,24,0,:696-720:960-964,:696-720:960-964
556,109,100,49577,49138,24,0,:840-864:960-964,:840-864:960-964
118,832,823,2839,2400,24,0,:888-912:960-964,:888-912:960-964
173,852,843,3914,3475,24,0,:288-312:960-964,:288-312:960-964
945,396,387,78644,78205,24,0,:576-600:960-964,:576-600:960-964
559,109,100,49580,49141,24,0,:912-936:960-964,:912-936:960-964
8,812,803,1709,1269,24,0,:168-192:960-964,:168-192:960-964
1444,348,339,75999,75560,24,0,:72-96:960-964,:72-96:960-964
1672,386,379,78101,77788,24,0,:744-768:960-964,:744-768:960-964
1381,1162,1153,62543,62104,24,0,:480-504:960-964,:480-504:960-964
1845,1875,1823,32666,32227,24,0,:96-120:960-964,:96-120:960-964
202,862,853,4453,4014,24,0,:24-48:960-964,:24-48:960-964
1016,139,130,51207,50768,24,0,:360-384:960-964,:360-384:960-964
608,129,120,50649,50210,24,0,:168-192:960-964,:168-192:960-964
799,1564,1456,16370,15931,24,0,:912-936:960-964,:912-936:960-964
290,882,873,5562,5123,24,0,:216-240:960-964,:216-240:960-964
1917,406,397,79206,78767,24,0,:864-888:960-964,:864-888:960-964
1162,99,90,48993,48554,24,0,:24-48:960-964,:24-48:960-964
1363,1162,1153,62525,62086,24,0,:48-72:960-964,:48-72:960-964
749,1142,1133,61451,61011,24,0,:672-696:960-964,:672-696:960-964
1587,1994,1982,37639,37200,24,0,:624-648:960-964,:624-648:960-964
44,822,813,2255,1816,24,0,:72-96:960-964,:72-96:960-964
